;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
17539;54900;G17;132389.3588944793;139096.67261736147;127708.8488236496;56733.92846226734
17542;54930;G30;435238.3454797603;457289.06127548934;419850.8741887107;186516.3587366992
17544;54930;G07;167033.30331121752;175495.8019352243;161127.9868655413;71580.1901301449
17549;54930;G17;124870.48085772997;131196.8615943231;120455.79414812976;53511.80024731428
17552;54960;G30;441995.8183745908;464388.89167592285;426369.44253560976;189412.19558493557
17554;54960;G07;80137.91538547202;84197.98595365544;77304.70943033208;34342.176716924914
17559;54960;G17;121348.98096836476;127496.95005065044;117058.7938094402;52002.70220143304
17562;54990;G30;426767.7109269732;448389.2743810649;411679.7115169094;182886.36627536497
17564;54990;G07;130295.49448828476;136896.72562580812;125689.01116342608;55836.627089840484
17569;54990;G17;122395.91334874053;128596.92373268718;118068.71281056295;52451.35296361713
17572;55020;G30;424578.6703018837;446089.3292063408;409568.06250982266;181948.27823519392
17574;55020;G07;94128.73907859488;98897.63431769543;90800.89978024902;40337.782384646955
17579;55020;G17;123442.84572911629;129696.8974147239;119078.63181168567;52900.0037258012
17582;55050;G30;433525.1834672467;455489.10440897837;418198.27952178655;185782.20297166004
17584;55050;G07;124204.25122559212;130496.87840984884;119813.11848232837;53226.29524445919
17589;55050;G17;137243.3184026772;144196.55090250276;132391.2008359639;58814.03666580005
17592;55080;G30;444089.6827807853;466588.8386674762;428389.2801958333;190309.49695736245
17594;55080;G07;70905.8753362091;74498.2180641061;68399.06008788811;30385.892736932685
17599;55080;G17;113449.40053793455;119197.14890256975;109438.49614062096;48617.4283790923
17602;55110;G30;436285.27786013606;458389.0349575261;420860.7931898334;186965.0094988833
17604;55110;G07;60055.84878421352;63098.4907461763;57932.62674133937;25736.239355762886
17609;55110;G17;133721.818513312;140496.6393588301;128994.20049727435;57304.93861991882
17612;55140;G30;412776.8872338504;433689.626017025;398183.5211669925;176890.76060764294
17614;55140;G07;139717.88591166664;146796.48876413872;134778.28217353072;59874.483949497204
17619;55140;G17;114210.80603441037;119997.12989769469;110172.98281126366;48943.719897750285
17622;55170;G30;408969.8604605852;429689.72178644047;394511.0884978229;175259.30331823562
17624;55170;G07;194063.19382686843;203895.12241939807;187202.25922707177;83163.53706726649
17629;55170;G17;118398.53520135643;124397.02425332149;114212.65847373266;50738.322794545296
17632;55200;G30;411063.72486677975;431889.6687779939;396530.9261580464;176156.60469066247
17634;55200;G07;94699.79320095175;99497.62006403913;91351.76478323105;40582.50102364044
17639;55200;G17;120777.92684600789;126896.96430430675;116507.92880645818;51757.98356243956
17642;55230;G30;402973.7930622306;423389.8723811319;388727.0068215665;172689.75798865722
17644;55230;G07;153899.06062435146;161696.13200443983;148458.0938490864;65951.66234494244
17649;55230;G17;126583.64287024358;132996.8184608341;122108.38881505388;54245.95601235345
17652;55260;G30;412205.8331114935;433089.64027068124;397632.65616401046;176646.04196864946
17654;55260;G07;125251.18360596789;131596.85209188558;120823.03748345112;53674.94600664327
17659;55260;G17;118208.18382723747;124197.02900454027;114029.03680607199;50656.749914880806
17662;55290;G30;414965.92750438285;435989.57081922895;400295.1698320573;177828.8484958727
17664;55290;G07;87276.09102854041;91697.80685165143;84190.52111255251;37401.159324490276
17669;55290;G17;110308.60339680724;115897.22785645955;106408.73913725275;47271.476092540055
17672;55320;G30;428956.75155206275;450689.2195557891;413791.36052399623;183824.45431553604
17674;55320;G07;142477.97994999902;149696.41894016633;137440.79549955565;61057.29032477915
17679;55320;G17;111450.71128696398;117097.19897662682;107510.46880119485;47760.91321858573
17682;55350;G30;418868.130141986;440089.4728604641;404059.41350606823;179501.0923010829
17684;55350;G07;160942.06040308188;169095.95509178514;155252.09452646552;68969.8584367049
17689;55350;G17;122491.0892130785;128696.92154333786;118160.52381540425;52492.139479420024
17692;55380;G30;402783.44133355457;423189.8767598305;388543.38481188385;172608.18495705142
17694;55380;G07;76521.23963176883;80398.0765993321;73815.89808680119;32792.29215524078
17699;55380;G17;115923.96804692398;121797.08676420567;111825.57747818778;49677.87566278945
17702;55410;G30;397548.7797862328;417690.008722167;383493.79014829214;170364.93129807233
17704;55410;G07;145523.60193590235;152896.3429206661;140378.74218212644;62362.4563994111
17709;55410;G17;113734.92742183448;119497.14158948154;109713.92847110101;48739.78762261839
17712;55440;G30;442566.8721423907;464988.8770497465;426920.30719656986;189656.9140719878
17714;55440;G07;162369.69553169556;170595.91927138434;156629.25686290962;69581.65495821799
17719;55440;G17;108690.61689407461;114197.26842807911;104847.95513314799;46578.10669136248
17722;55470;G30;428100.17019124894;449789.2407500135;412965.0628485122;183457.37628107515
17724;55470;G07;124204.25122559212;130496.87840984884;119813.11848232837;53226.29524445919
17729;55470;G17;118969.5893237133;124997.0099996652;114763.52347671469;50983.04143353879
17732;55500;G30;426387.0081787353;447989.2838835025;411312.4681815881;182723.220516036
17734;55500;G07;202057.95047619366;212294.9217506496;194914.3682427543;86589.59755735144
17739;55500;G17;119064.76518805129;125097.00781031587;114855.33448155601;51023.82794934169
17742;55530;G30;419819.88665802375;441089.44873185013;404977.52150234964;179908.9565474641
17744;55530;G07;126393.29185068163;132796.823584573;121924.76748941517;54164.383284630254
17749;55530;G17;109261.67101643149;114797.25417442282;105398.82013613002;46822.825330355976
17752;55560;G30;439901.9532592823;462188.9439393293;424349.60419134237;188514.89390862614
17754;55560;G07;266682.2315301481;280193.29772253527;257253.91432390595;114283.58572117964
17759;55560;G17;121729.68371660268;127896.94054821292;117426.03714476156;52165.84796076204
17762;55590;G30;417726.0222518293;438889.50174029684;402957.68384212616;179011.65517503725
17764;55590;G07;231943.11124907195;243694.1705940218;223742.965277173;99396.5375374992
17769;55590;G17;126773.99424436255;133196.81370961535;122292.01048271457;54327.528892017945
17772;55620;G30;449133.9936631022;471888.7122013988;433255.25387580827;192471.17804055967
17774;55620;G07;183974.5727713487;193295.37609659325;177470.31255116576;78840.17520475468
17779;55620;G17;125631.88635420581;131996.84258944806;121190.28081877247;53838.09176597227
17782;55650;G30;429242.2784359627;450989.21224270086;414066.79285447625;183946.81355906214
17784;55650;G07;179977.1946239646;189095.47661722754;173614.25821433548;77127.14503568286
17789;55650;G17;107929.21139759877;113397.28743295417;104113.46846250528;46251.8151727045
17792;55680;G30;432668.6024609899;454589.12597572285;417371.9821883245;185415.12508914046
17794;55680;G07;172172.78970331536;180895.6729072774;166085.77120833562;73782.6575772037
17799;55680;G17;118779.23794959435;124797.01475088396;114579.90180905402;50901.46855387429
17802;55710;G30;424197.9675536458;445689.3387087783;409200.8191745013;181785.1324758649
17804;55710;G07;310653.3918604873;326392.19274059817;299670.51271308295;133126.91788485233
17809;55710;G17;116399.84595038588;122297.07432737859;112284.63113430655;49881.807634038734
17812;55740;G30;413728.6437498881;434689.601888411;399101.6291632739;177298.6248540241
17814;55740;G07;229278.19272052054;240894.23785612473;221172.26261396744;98254.51752607884
17819;55740;G17;120206.87307820802;126296.97893048316;115957.06414549811;51513.26507538737
17822;55770;G30;402878.6175524496;423289.8749430013;388635.19615874713;172648.9716247956
17824;55770;G07;274676.9878249164;288593.0966812667;264966.02299756656;117709.6460593233
17829;55770;G17;123633.19710323524;129896.89266350515;119262.25347934634;52981.5766054657
17832;55800;G30;449705.0474309021;472488.69757522235;433806.11853676836;192715.89652761185
17834;55800;G07;308940.2298479737;324592.23587408714;298017.9180461588;132392.76211981318
17839;55800;G17;116970.90007274275;122897.06007372228;112835.49613728857;50126.52627303223
17842;55830;G30;427529.11606889206;449189.25500366976;412414.1978455302;183212.65764208167
17844;55830;G07;229563.71924986347;241194.2301705164;221447.69460242553;98376.87661766363
17849;55830;G17;129153.38624357102;135696.75413312073;124587.28115746204;55347.1898118535
17852;55860;G30;430669.91321001935;452489.17604978;415443.9548488984;184558.6099286339
17854;55860;G07;238319.8810411075;250394.01012437273;229894.28994672876;102129.22847446527
17859;55860;G17;119826.1703299701;125896.98843292068;115589.82081017675;51350.11931605837
17863;55890;G30;443518.62901298545;465988.85329365265;427838.4155348732;190064.77847031027
17865;55890;G07;132103.83201057935;138796.67993044967;127433.41649316957;56611.56921874125
17870;55890;G17;115923.96804692398;121797.08676420567;111825.57747818778;49677.87566278945
17873;55920;G06;490820.93785857083;515687.66460660694;473468.3925950791;210335.63580019967
17874;55920;G30;442566.8721423907;464988.8770497465;426920.30719656986;189656.9140719878
17876;55920;G07;212622.4497897323;223394.65600914747;205105.36891680106;91116.89154305385
17881;55920;G17;103360.77912785781;108597.40220724478;99706.54912269299;44294.066364639184
17884;55950;G06;526606.9901654659;553286.7650446371;507989.2603009129;225671.33459412295
17885;55950;G30;402212.3875657547;422589.8913860069;387992.52015092375;172363.46646999923
17887;55950;G07;144095.96645273166;151396.37836854675;139001.5795036604;61750.65972595673
17893;55950;G17;121253.80510402677;127396.95223999977;116966.98280459888;51961.91568563014
17896;55980;G06;354148.6735782505;372091.09945044783;341628.0567620972;151766.31777339312
17897;55980;G30;445612.493773737;468188.8006577261;429858.2535371187;190962.0799946784
17899;55980;G07;188828.53227954663;198395.25438173456;182152.66456348007;80920.2834082874
17905;55980;G17;109071.31928775551;114597.25855312146;105215.19812644737;46741.25229875017
17908;56010;G06;463315.16837578703;486788.3554416999;446935.065551364;198548.3564360049
17909;56010;G30;439806.7777495013;462088.94650119875;424257.793528523;188474.10754476453
17911;56010;G07;208339.54475844823;218894.76384287;200973.8822494907;89281.50213045592
17916;56010;G17;108976.14377797455;114497.2611149909;105123.38746362802;46700.465934888576
17919;56040;G06;517755.6528644408;543986.9876526502;499450.85429379024;221878.19637345968
17920;56040;G30;401260.63104971696;421589.9155146209;387074.4121546424;171955.60222361804
17922;56040;G07;208149.1933843293;218694.76859408876;200790.26058183005;89199.92925079144
17927;56040;G17;123442.8460836733;129696.89778724403;119078.63215370763;52900.00387774251
17930;56070;G06;521848.2065216059;548286.8845701464;503398.7192934399;223632.01290639312
17931;56070;G30;413633.4682401072;434589.6044502804;399009.81850045454;177257.8384901625
17937;56070;G17;127059.52148281949;133496.80676904725;122567.44315521656;54449.888287485344
17940;56100;G06;634536.2019176215;666684.0528501113;612102.7291054401;271923.1499187687
17941;56100;G30;419724.7111482428;440989.45129371964;404885.71083953034;179868.17018360252
17947;56100;G17;113354.22467359656;119097.15109191906;109346.68513577965;48576.64186328939
17950;56130;G30;406685.64432571473;427289.7791735858;392307.62882791675;174280.42891420296
17957;56130;G17;116304.6704406049;122197.07688924803;112192.82047148718;49841.02127017714
17960;56160;G30;408493.98184800934;429189.73347822734;394052.03415766027;175055.37104310372
17963;56160;G06;428766.40017794375;450489.2243070078;413607.7388563355;183742.88143587153
17968;56160;G17;125060.83223184894;131396.85684310435;120639.41581579045;53593.37312697878
17971;56190;G30;407351.8739578526;427989.7623580601;392950.30449371814;174565.93391705805
17974;56190;G06;459888.84435075975;483188.44170867786;443629.8762175157;197080.04490592654
17978;56190;G17;126393.29185068163;132796.823584573;121924.76748941517;54164.383284630254
17981;56220;G30;426577.35955285426;448189.2791322837;411496.08984924876;182804.7933957005
17984;56220;G06;339681.97127255175;356891.4627781947;327672.8120720176;145566.7798305392
17988;56220;G17;109927.90064856932;115497.23735889707;106041.49580193139;47108.33033321106
17991;56250;G30;432097.54833863303;453989.1402293792;416821.1171853425;185170.40645014698
17994;56250;G06;422199.27865723224;443589.3891553555;407272.7921770971;180928.61746729966
17998;56250;G17;111450.71093240698;117097.19860410671;107510.46845917289;47760.913066644425
18001;56280;G30;448087.0612827264;470788.738519362;432245.3348746855;192022.52727837558
18004;56280;G06;412110.6576017125;432989.6428325507;397540.8455011911;176605.25560478785
18008;56280;G17;106406.40075920412;111797.32581522441;102644.49546324182;45599.232287329825
18011;56310;G30;470453.3440188554;494288.17633969587;453820.8772335844;201607.33904357027
18014;56310;G06;428195.3460555869;449889.2385606641;413056.8738533535;183498.16279687805
18018;56310;G17;115733.61631824802;121597.09114290432;111641.95546850516;49596.30263118365
18021;56340;G30;443613.80452276644;466088.8507317832;427930.2261976926;190105.56483417185
18024;56340;G06;478543.2761779616;502787.97310907795;461624.79691208625;205074.1858975168
18029;56340;G17;105169.11700470939;110497.35688440644;101450.95479445842;45069.00864548124
18032;56370;G30;465789.73588477646;489388.2933033358;449322.14688893076;199608.80371970203
18035;56370;G06;529557.4359324741;556386.690841966;510835.39563662035;226935.71400101064
18040;56370;G17;115923.96769236698;121797.08639168555;111825.57713616583;49677.87551084814
18043;56400;G30;430194.0349520004;451989.1881140869;414984.90085075767;184354.6778054433
18046;56400;G06;518612.2338706976;544886.9660859057;500277.1516272523;222245.27425597928
18051;56400;G17;114686.68393787225;120497.11746086758;110632.03646738242;49147.651868999565
18054;56430;G30;434667.29135740345;456689.07552914566;419300.0091857287;186271.64009770573
18057;56430;G06;505573.1666936125;531187.2935932517;487699.06927361677;216657.5328346384
18061;56430;G17;122110.38646484059;128296.93104577537;117793.2804800829;52328.99372009103
18064;56460;G30;471405.1008894502;495288.152583602;454738.98557188775;202015.20344189272
18068;56460;G06;452750.6690622484;475688.62118320196;436744.06487731717;194021.06245030247
18072;56460;G17;118779.23794959435;124797.01475088396;114579.90180905402;50901.46855387429
18075;56490;G30;442281.3452584907;464688.8843628346;426644.8748660898;189534.55482846167
18079;56490;G06;529747.7873065931;556586.6860907472;511019.0173042811;227017.28688067518
18083;56490;G17;111641.06266108295;117297.19422540808;107694.09046885553;47842.48609825023
18086;56520;G30;438379.1426208876;460588.98232159956;422880.63119207893;187862.31102325144
18090;56520;G06;419915.06252236175;441189.4465425008;405069.332507191;179949.743063267
18094;56520;G17;115352.91392456711;121197.10101786196;111274.71247520576;49433.15702379596
18097;56550;G30;426196.65680461633;447789.2886347212;411128.8465139274;182641.6476363715
18101;56550;G06;380797.86170022056;400090.42980957933;367335.08613032836;163186.51910312704
18105;56550;G17;110498.9547709262;116097.22310524077;106592.36080491342;47353.048972204546
18108;56580;G30;453892.7773069621;476888.5926758894;437845.7948832812;194510.49972828946
18112;56580;G06;406590.46846137673;427189.7813629351;392215.8178230754;174239.64239840003
18116;56580;G17;121539.33234248371;127696.94529943168;117242.41547710088;52084.27508109754
18120;56610;G30;444184.8586451233;466688.83647812693;428481.09120067465;190350.28347316536
18123;56610;G06;532603.0575638205;559586.6144499456;513773.3419771693;228240.87992370132
18127;56610;G17;116399.84630494288;122297.0746998987;112284.6314763285;49881.80778598004
18130;56640;G30;424102.79204386484;445589.34127064777;409109.008511682;181744.34611200335
18133;56640;G06;459317.7902284029;482588.4559623341;443079.01121453365;196835.32626693306
18137;56640;G17;103646.30601175774;108897.39489415658;99981.98145317302;44416.42560816528
18140;56670;G30;435904.5754664552;457989.04483248375;420493.5501965341;186801.86389149562
18143;56670;G06;445993.1965219749;468588.7911552886;430225.4968724401;191125.22575400744
18148;56670;G17;109452.02203599343;114997.24905068392;105582.44146176873;46904.39805807917
18151;56700;G30;427529.1164234491;449189.2553761899;412414.19818755216;183212.65779402296
18154;56700;G06;435333.5213440983;457389.05908614007;419942.68519355205;186557.14525250212
18159;56700;G17;111641.06230652594;117297.19385288795;107694.09012683357;47842.48594630892
18162;56730;G30;424197.9675536458;445689.3387087783;409200.8191745013;181785.1324758649
18165;56730;G06;366807.03765254066;385390.7810730192;353838.8954383894;157190.91328346368
18170;56730;G17;104883.58976625245;110197.36382497453;101175.52212195643;44946.64925001385
18173;56760;G30;449419.52054700215;472188.7048883106;433530.68620628834;192593.53728408576
18176;56760;G06;471976.1546572501;495888.1379574257;455289.85023284785;202259.92192894494
18181;56760;G17;106120.87352074718;111497.3327557925;102369.06279073984;45476.872891862426
18184;56790;G30;478448.1006681806;502687.97567094734;461532.9862492669;205033.3995336552
18187;56790;G06;382986.90197075304;402390.3746117833;369446.73479539313;164124.6069913568
18192;56790;G17;102504.198476158;107697.4241465094;98880.25213125287;43926.9886340609
18195;56820;G30;407351.8739578526;427989.7623580601;392950.30449371814;174565.93391705805
18198;56820;G06;405067.6578229821;425589.8197452054;390746.844823812;173587.0595130254
18203;56820;G17;102980.07637961989;108197.4117096823;99339.30578737163;44130.92060531019
18206;56850;G30;408684.3332221283;429389.72872700857;394235.6558253209;175136.9439227682
18209;56850;G06;490154.707871876;514987.6810496126;472825.71658725577;210050.13064540332
18214;56850;G17;100886.21161886836;105997.46434560884;97319.46778512615;43233.61908094202
18217;56880;G30;426862.8867913112;448489.2721917156;411771.52252175077;182927.15279116787
18220;56880;G06;424197.9679082028;445689.33908129844;409200.8195165232;181785.13262780622
18225;56880;G17;116495.02181472385;122397.07213802925;112376.44213914785;49922.594149841636
18228;56910;G30;411444.42761501763;432289.6592755563;396898.1694933677;176319.75044999144
18231;56910;G06;455510.7634551378;478588.5517317497;439406.5785453641;195203.86897752574
18236;56910;G17;113354.22467359656;119097.15109191906;109346.68513577965;48576.64186328939
18239;56940;G30;422579.9814054702;443989.379652918;407640.0355124185;181091.76322662865
18242;56940;G06;426196.65680461633;447789.2886347212;411128.8465139274;182641.6476363715
18247;56940;G17;113544.57604771551;119297.14634070029;109530.30680344033;48658.21474295389
18250;56970;G30;440282.65636207716;462588.9348094119;424716.84786868567;188678.03981989642
18253;56970;G06;446659.42615411273;469288.7743397628;430868.17253824143;191410.7307568625
18258;56970;G17;117161.25180141871;123097.05569502364;113019.1181469712;50208.099304638024
18261;57000;G30;420581.2925090566;441889.4300994952;405712.0085150143;180235.2482180634
18264;57000;G06;464076.57422681985;487588.33680934494;447669.5525640286;198874.64810660417
18269;57000;G17;113830.10293161545;119597.13902761208;109805.73913392036;48780.57398647998
18272;57030;G30;387460.15873071307;407090.26239936217;373761.8434723861;166041.56943556052
18275;57030;G06;430003.6835778815;451789.1928653057;414801.279183097;184273.1049257788
18280;57030;G17;105740.17112706626;111097.34263075014;102001.81979744043;45313.727284474735
18283;57060;G30;404782.1309390821;425289.8270582935;390471.4124933319;173464.70026949927
18286;57060;G06;435428.69685387926;457489.05652427056;420034.49585637136;186597.9316163637
18291;57060;G17;127059.52148281949;133496.80676904725;122567.44315521656;54449.888287485344
18294;57090;G30;421628.22453487536;442989.40340901184;406721.9271741151;180683.89882830618
18297;57090;G06;435904.5754664552;457989.04483248375;420493.5501965341;186801.86389149562
18302;57090;G17;118969.5893237133;124997.0099996652;114763.52347671469;50983.04143353879
18305;57120;G30;427148.41367521114;448789.2648786274;412046.9548522308;183049.51203469397
18308;57120;G06;348438.1330637958;366091.24273205106;336119.4074163209;149319.13168734082
18313;57120;G17;118588.88657547538;124597.01950210272;114396.28014139333;50819.895674209794
18316;57150;G30;428480.8729394868;450189.2312475759;413332.3061838335;183620.52204040415
18319;57150;G06;362904.83536949457;381290.8794043042;350074.65210640046;155518.66963019475
18324;57150;G17;106596.75177876608;111997.32069148553;102828.11678888056;45680.80501505302
18327;57180;G30;449895.398805021;472688.6928240036;433989.740204429;192797.46940727634
18330;57180;G06;416964.6167553534;438089.5207451719;402223.1971714834;178685.36365637925
18335;57180;G17;102504.19812160099;107697.42377398927;98880.25178923091;43926.988482119596
18338;57210;G30;440568.1832459771;462888.92749632365;424992.2801991657;188800.39906342252
18341;57210;G06;448658.1154050833;471388.72426570574;432796.19987766753;192267.24591736906
18346;57210;G17;113449.40053793455;119197.14890256975;109438.49614062096;48617.4283790923
18349;57240;G30;411254.0765954557;432089.6643992952;396714.54816772905;176238.17772226827
18352;57240;G06;498720.5182890011;523987.46575468767;481088.69026389834;213720.90962254044
18357;57240;G17;104312.53599845259;109597.37845115094;100624.65746099636;44701.93076296166
18360;57270;G30;470167.8171349555;493988.1836527841;453545.4449031044;201484.97980004418
18363;57270;G06;399737.8204113223;419989.95389689115;385605.4391553789;171303.01933824338
18368;57270;G17;111070.00889328307;116697.20885158448;107143.22580789545;47597.76761119804
18371;57300;G30;445802.8451478559;468388.7959065073;430041.8752047794;191043.65287434292
18374;57300;G06;433430.0079574657;455389.10697084776;418106.4688589672;185741.41660779846
18379;57300;G17;114020.45430573441;119797.13427639334;109989.36080158105;48862.14686614448
18382;57330;G30;446183.54754153686;468788.7860315497;430409.11819807877;191206.7984817306
18385;57330;G06;402497.91480421164;422889.88444543886;388267.95282342576;172485.8258654666
18390;57330;G17;121634.5082068217;127796.94311008236;117334.2264819422;52125.06159690044
18393;57360;G30;412205.8331114935;433089.64027068124;397632.65616401046;176646.04196864946
18396;57360;G06;424578.6703018837;446089.3292063408;409568.06250982266;181948.27823519392
18401;57360;G17;110594.13028070718;116197.22054337134;106684.17146773278;47393.83533606614
18404;57390;G30;490345.05924599495;515187.6762983938;473009.3382549164;210131.7035250678
18407;57390;G06;462648.9390982062;486088.37262974575;446292.3902275845;198262.85158509112
18412;57390;G17;96984.00933582224;101897.56267689382;93555.2244531372;41561.3754276731
18415;57420;G30;457985.3309641272;481188.48959338566;441793.65988293086;196264.31626122288
18418;57420;G06;430955.4404484763;452789.1691092119;415719.3875214004;184680.96932410132
18423;57420;G17;106691.92764310405;112097.3185021362;102919.92779372187;45721.59153085591
18426;57450;G30;462553.7632338682;485988.374819095;446200.57922274317;198222.0650692882
18429;57450;G06;526416.6387913468;553086.7697958557;507805.6386332521;225589.7617144584
18434;57450;G17;102884.90086983891;108097.41427155174;99247.49512455227;44090.13424144859
18438;57480;G30;498244.64003098215;523487.47781899455;480629.63626575755;213516.97749934983
18441;57480;G06;417345.31950359134;438489.5112427343;402590.4405068048;178848.50941570825
18446;57480;G17;106120.87352074718;111497.3327557925;102369.06279073984;45476.872891862426
18450;57510;G30;416012.86023931566;437089.54487378587;401305.089175202;178277.4994099981
18453;57510;G06;448087.0612827264;470788.738519362;432245.3348746855;192022.52727837558
18458;57510;G17;103931.83325021468;109197.38795358848;100257.41412567502;44538.78500363267
18462;57540;G30;447896.7099086075;470588.7432705808;432061.71320702485;191940.95439871107
18465;57540;G06;440663.3587557581;462988.9249344542;425084.09086198505;188841.1854272841
18470;57540;G17;108024.38726193676;113497.28524360486;104205.2794673466;46292.6016885074
18474;57570;G30;501290.2616623285;526687.4014269742;483567.5826063065;214822.14342204048
18477;57570;G06;416964.6164007964;438089.52037265175;402223.1968294615;178685.36350443793
18482;57570;G17;101362.08987688724;106497.45228130187;97778.52178326686;43437.551204132615
18486;57600;G30;438855.0212334635;461088.9706298127;423339.68553224154;188066.24329838334
18489;57600;G06;448658.1150505263;471388.7238931856;432796.1995356456;192267.24576542777
18494;57600;G17;94223.91458837585;98997.63175582598;90892.71044306837;40378.568748508544
18498;57630;G30;455605.9393194757;478688.5495424004;439498.3895502054;195244.65549332864
18501;57630;G06;487775.31622722454;512487.7409986273;470530.4462545302;209030.46987750905
18506;57630;G17;105930.52250118523;111297.33787953139;102185.44146510112;45395.30016413923
18510;57660;G30;489774.0054781951;514587.6909245702;472458.4735939563;209886.9850380156
18513;57660;G06;485586.275602135;510187.7958239031;468418.7972474434;208092.38183733798
18518;57660;G17;105835.34663684724;111197.3400688807;102093.63046025981;45354.51364833633
18522;57690;G30;427338.7650493301;448989.2601274086;412230.57651989145;183131.08491435845
18525;57690;G06;498720.5186435581;523987.46612720774;481088.6906059203;213720.90977448176
18530;57690;G17;106691.92764310405;112097.3185021362;102919.92779372187;45721.59153085591
18534;57720;G30;510522.3017115914;536387.1693165236;492473.23194875044;218778.4274020327
18537;57720;G06;455225.23657123785;478288.55904483795;439131.14621488407;195081.50973399964
18542;57720;G17;110023.0761583503;115597.23479702763;106133.30646475076;47149.116697072655
18546;57750;G30;417535.67052315327;438689.5061189954;402774.0618324435;178930.08214343144
18549;57750;G06;487870.4917370055;512587.7384367578;470622.2569173496;209071.25624137063
18554;57750;G17;113259.04880925857;118997.15328126839;109254.87413093833;48535.85534748649
18558;57780;G30;482445.4784610077;506887.87477779295;465389.0402440752;206746.42955078572
18561;57780;G06;453607.2504230622;476588.5999889776;437570.3625528012;194388.14048476337
18566;57780;G17;103931.83325021468;109197.38795358848;100257.41412567502;44538.78500363267
18570;57810;G30;392694.82027803484;412590.1304370257;378811.43813597783;168284.8230945396
18573;57810;G06;487489.7893433246;512187.7483117155;470255.0139240502;208908.11063398296
18578;57810;G17;100600.68473496842;105697.47165869705;97044.03545464612;43111.259837415935
18582;57840;G30;363095.1867436135;381490.8746530854;350258.2737740611;155600.24250985926
18585;57840;G06;483492.4108413835;507987.8484598297;466398.959245198;207195.08031296983
18590;57840;G17;89941.00920253481;94497.73921702839;86761.22343373612;38543.179183969325
18594;57870;G30;458175.68233824614;481388.4848421669;441977.2815505915;196345.8891408874
18597;57870;G06;490345.05924599495;515187.6762983938;473009.3382549164;210131.7035250678
18602;57870;G17;92891.45532410016;97597.66538687746;89607.3591114656;39807.55874279838
18605;57900;G30;432668.6024609899;454589.12597572285;417371.9821883245;185415.12508914046
18608;57900;G06;521086.80137968704;547486.9039475416;502664.2329648191;223305.72153967642
18613;57900;G17;103075.25224395786;108297.40952033298;99431.11679221294;44171.70712111308
18616;57930;G30;400689.5765728031;420989.9293957571;386523.5468096384;171710.88343268327
18619;57930;G06;432573.4265966519;454489.1281650722;417280.1711834832;185374.33857333756
18624;57930;G17;100600.68473496842;105697.47165869705;97044.03545464612;43111.259837415935
18627;57960;G30;418011.5491357292;439189.4944272086;403233.1161726062;179134.01441856334
18630;57960;G06;494437.61325771705;519487.57358841016;476957.20359658805;211885.52020994254
18635;57960;G17;95651.54971698952;100497.59593542517;92269.87277951246;40990.36527002162
18638;57990;G30;349485.06544417155;367191.21641408774;337129.3264174436;149767.7824495249
18641;57990;G06;505382.8153194936;530987.2983444706;487515.4476059561;216575.95995497392
18646;57990;G17;104407.71150823357;109697.37588928151;100716.46812381572;44742.71712682326
18649;58020;G30;437141.85886639287;459289.01339078153;421687.09052329545;187332.08738140287
18652;58020;G06;451513.38530775363;474388.652252384;435550.52420853375;193490.8388084539
18657;58020;G17;101076.56299298731;106197.45959439008;97503.08945278682;43315.19196060652
18660;58050;G30;445898.0206576369;468488.7933446379;430133.68586759875;191084.4392382045
18663;58050;G06;406685.64432571473;427289.7791735858;392307.62882791675;174280.42891420296
18668;58050;G17;100505.50922518744;105597.4742205665;96952.22479182675;43070.47347355433
18671;58080;G30;358812.2813577725;376990.9821142878;346126.7867647289;153764.85294532005
18674;58080;G06;536981.1384594425;564186.5044268739;517996.6396493209;230117.05585210214
18679;58080;G17;107834.0358878178;113297.2899948236;104021.65779968591;46211.02880884289
18682;58110;G30;414299.69787224504;435289.5876347547;399652.494166256;177543.34349301763
18685;58110;G06;506524.92356420733;532187.2698371579;488617.17761192017;217065.3972329609
18690;58110;G17;112878.34606102067;118597.16278370592;108887.63079561699;48372.7095881575
18693;58140;G30;386413.22635033727;405990.2887173254;372751.92447126337;165592.9186733764
18696;58140;G06;504335.8832936748;529887.3250349539;486505.5289468553;216127.30934473113
18701;58140;G17;101647.61711534418;106797.44534073377;98053.95445576885;43559.91059960001
18704;58170;G30;400975.10381126;421289.922455189;386798.9794821404;171833.24282815066
18707;58170;G06;459793.6688409788;483088.44427054736;443538.06555469637;197039.25854206496
18712;58170;G17;101266.91436710628;106397.45484317132;97686.71112044751;43396.76484027102
18715;58200;G30;434762.46722174145;456789.07333979633;419391.82019057;186312.42661350864
18718;58200;G06;475402.4790368343;499488.05206296773;458595.0399087181;203728.23361096458
18723;58200;G17;110403.77890658822;115997.22529459011;106500.54980007211;47312.26245640165
18726;58230;G30;465504.20935543353;489088.30098894413;449046.71490047267;199486.44462811726
18729;58230;G06;507381.50457046414;533087.2482704134;489443.4749453822;217432.47511548048
18734;58230;G17;92034.87431784335;96697.68695362196;88781.06177800354;39440.480860278796
18737;58260;G30;451513.38566231064;474388.6526249041;435550.52455055574;193490.8389603952
18740;58260;G06;378513.6455653501;397690.4871967246;365131.6264604222;162207.64469909438
18745;58260;G17;96984.00898126523;101897.5623043737;93555.22411111524;41561.37527573179
