;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
4381;14460;G32;343488.9984003739;360891.3673812993;331345.2450832091;147198.23727188783
4391;14490;G32;351103.0519469042;368891.1758424682;338690.11042154836;150461.15185070247
4402;14520;G32;345297.3362772255;362791.32205846097;333089.6507549746;147973.17955272988
4405;14550;G27;539075.003220194;566386.4517909472;520016.4776515663;231014.3573764703
4413;14550;G32;336255.6472475245;353291.54904517275;324367.62273816933;144098.46830046084
4416;14580;G27;395645.2663996002;415690.05660687474;381657.57381370733;169549.20265336864
4424;14580;G32;336636.34999576246;353691.5395427352;324734.8660734907;144261.61405978986
4434;14610;G32;355481.1328425262;373491.06581939635;342913.40809369995;152337.32777910327
4444;14640;G32;347105.6741540771;364691.2767356226;334834.05642674;148748.12183357193
4454;14670;G32;345106.9845485495;362591.3264371596;332906.02874529193;147891.60652112408
4464;14700;G32;352054.80881749897;369891.15208637435;339608.2187598517;150869.01624902495
4474;14730;G32;346820.14691562013;364391.2836761907;334558.623754238;148625.76243810455
4484;14760;G32;355100.4300942883;373091.0753218339;342546.16475837864;152174.1820197743
4494;14790;G32;339681.97162710875;356891.4631507148;327672.8124140395;145566.77998248048
4504;14820;G32;345011.8090387686;362491.32899902907;332814.2180824726;147850.8201572625
4513;14850;G32;344916.6331744306;362391.3311883784;332722.4070776313;147810.0336414596
4522;14880;G32;343869.70079405484;361291.35750634165;331712.48807650857;147361.3828792755
4531;14910;G32;346629.7951869442;364191.28805488936;334375.0017445554;148544.18940649874
4540;14940;G32;347581.552057539;365191.26429879555;335293.11008285877;148952.05380482125
4549;14970;G32;349485.06544417155;367191.21641408774;337129.3264174436;149767.7824495249
4558;15000;G32;356432.889713121;374491.04206330254;343831.51643200335;152745.19217742578
4567;15030;G32;355671.4842166452;373691.06106817763;343097.02976136067;152418.9006587678
4576;15060;G32;340824.0795172655;358091.4342708821;328774.54207798163;146056.21710852615
4585;15090;G32;340157.8498851277;357391.4510864079;328131.8664121803;145770.7121056711
4594;15120;G32;345678.0386709064;363191.3121835033;333456.89374827396;148136.32516011756
4604;15150;G32;347771.90343165793;365391.2595475768;335476.7317505194;149033.62668448573
4615;15180;G32;349199.5385602716;366891.22372717597;336853.89408696356;149645.4232059988
4625;15210;G32;346439.44381282525;363991.29280610813;334191.38007689477;148462.61652683426
4634;15240;G32;347296.02517363906;364891.27161188377;335017.67775237875;148829.69456129515
4643;15270;G32;337492.93100201926;354591.5179759907;325561.16340695275;144628.69194230944
4654;15300;G32;342346.89015566016;359691.3958886119;330243.5150772451;146708.79999390084
4663;15330;G32;359573.6868542483;377790.96310941275;346861.2734353716;154091.144463978
4672;15360;G32;361667.55161499983;379990.91047348623;348881.11143761704;154988.44598834618
4681;15390;G32;364427.6460078892;382890.8410220339;351543.6251056639;156171.25251556942
4690;15420;G32;361001.32198286196;379290.92728901195;348238.43577181565;154702.9409854911
4699;15450;G32;353863.1463397936;371791.1063910159;341352.6240895952;151643.95837792574
4708;15480;G32;339396.4443886518;356591.4700912829;327397.37974153756;145444.4205870131
4717;15510;G32;347296.02517363906;364891.27161188377;335017.67775237875;148829.69456129515
4727;15540;G32;337588.10651180026;354691.51541412127;325652.9740697722;144669.47830617105
4737;15570;G32;342537.2415297791;359891.3911373931;330427.1367449057;146790.37287356533
4747;15600;G32;344440.7549164117;361891.3432526854;332263.3530794906;147606.10151826902
4757;15630;G32;349389.8899343906;367091.21897595725;337037.51575462427;149726.99608566333
4767;15660;G32;346249.09279326326;363791.297929847;334007.758751256;148381.04379911107
4777;15690;G32;347867.07929599594;365491.25735822745;335568.5427553608;149074.41320028863
4787;15720;G32;350912.7005727852;368691.18059368694;338506.48875388765;150379.57897103796
4797;15750;G32;357479.8217389398;375591.0153728192;344841.4350911042;153193.84278766857
4807;15780;G32;351483.7546951421;369291.1663400307;339057.3537568697;150624.29761003147
4817;15810;G32;358621.92998365354;376790.9868655066;345943.16509706824;153683.28006565553
4828;15840;G32;349104.3630504907;366791.2262890455;336762.0834241442;149604.63684213723
4838;15870;G32;344155.2280325118;361591.35056577355;331987.9207490106;147483.74227474292
4848;15900;G32;345963.56590936333;363491.3052429352;333732.32642077596;148258.68455558497
4858;15930;G32;340633.72814314655;357891.4390221009;328590.920410321;145974.64422886167
4867;15960;G32;350531.99817910435;368291.19046864467;338139.2457605883;150216.4333636503
4877;15990;G32;352054.80881749897;369891.15208637435;339608.2187598517;150869.01624902495
4888;16020;G32;346534.6196771632;364091.2906167588;334283.191081736;148503.40304263716
4898;16050;G32;354814.9032103884;372791.0826349221;342270.7324278986;152051.8227762482
4908;16080;G32;357194.29485503986;375291.0226859074;344566.0027606241;153071.48354414248
4918;16110;G32;346629.7955415012;364191.2884274095;334375.00208657735;148544.18955844006
4928;16140;G32;345773.2145352444;363291.30999415397;333548.7047531153;148177.1116759205
4938;16170;G32;343013.11978779803;360391.3790730862;330886.1907430465;146994.30499675593
4948;16200;G32;336826.7013698814;353891.53479151643;324918.48774115136;144343.18693945435
4957;16230;G32;343013.12014235504;360391.3794456063;330886.19108506845;146994.30514869723
4967;16260;G32;352340.3357013989;370191.1447732862;339883.6510903317;150991.37549255104
4977;16290;G32;352435.5112111799;370291.14221141674;339975.46175315115;151032.16185641265
4987;16320;G32;358431.57860953454;376590.99161672534;345759.5434294075;153601.70718599102
4996;16350;G32;355100.4304488453;373091.075694354;342546.16510040057;152174.1821717156
5004;16380;G32;342251.71464587917;359591.3984504813;330151.7044144257;146668.01363003923
5013;16410;G32;344440.7549164117;361891.3432526854;332263.3530794906;147606.10151826902
5023;16440;G32;356052.18661032605;374091.0511932199;343464.27275466005;152582.04626615546
5034;16470;G32;353101.74119787477;370991.12576841115;340618.13776097447;151317.66701120904
5045;16500;G32;361667.5512604428;379990.9101009661;348881.1110955951;154988.4458364049
5056;16530;G32;366045.63251062186;384590.80045041436;353104.4091097687;156864.621916747
5067;16560;G32;349199.5389148286;366891.2240996961;336853.8944289855;149645.4233579401
5078;16590;G32;351388.57883080415;369191.16852938005;338965.5427520284;150583.51109422857
5088;16620;G32;352149.98432727996;369991.14952450496;339700.02942267107;150909.80261288656
5099;16650;G32;347581.552412096;365191.2646713157;335293.11042488075;148952.05395676254
5110;16680;G32;345773.2145352444;363291.30999415397;333548.7047531153;148177.1116759205
5121;16710;G32;354434.20046215045;372391.09213735966;341903.48909257725;151888.67701691922
5131;16740;G32;356813.5921068019;374891.0321883449;344198.75942530273;152908.33778481348
5142;16770;G32;357003.94348092086;375091.02743712615;344382.3810929634;152989.91066447797
5152;16800;G32;341490.30914940336;358791.4174553564;329417.217743783;146341.72211138127
5163;16830;G32;356528.065222902;374591.03950143314;343923.3270948227;152785.9785412874
5174;16860;G32;352625.86258529883;370491.13746019796;340159.0834208118;151113.73473607714
5184;16890;G32;345011.8090387686;362491.32899902907;332814.2180824726;147850.8201572625
5194;16920;G32;367568.44314901653;386190.76206814416;354573.3821090321;157517.20480212168
5203;16950;G32;350246.4709406474;367991.19740921276;337863.8130880863;150094.0739681829
5214;16980;G32;362333.7812471377;380690.89365796046;349523.78710341844;155273.95099120127
5224;17010;G32;356242.53833900206;374291.0468145213;343647.8947643427;152663.6192977613
5234;17040;G32;365189.05150436505;383690.8220171589;352278.11177630664;156497.5440342274
5246;17070;G32;352625.86293985584;370491.1378327181;340159.08376283373;151113.73488801843
5258;17100;G32;353767.9708300126;371691.1089528854;341260.81342677586;151603.17201406413
5269;17130;G32;343964.8766583928;361391.3553169923;331804.29908134986;147402.1693950784
5281;17160;G32;337397.75513768126;354491.52016534;325469.35240211146;144587.90542650654
5293;17190;G32;355861.8355907641;373891.05631695886;343280.6514290213;152500.4735384323
5304;17220;G32;344535.93078074965;361991.341063336;332355.1640843319;147646.8880340719
5315;17250;G32;363475.88949185144;381890.8651506479;350625.5171093825;155763.38826918826
5324;17280;G32;347962.25480577693;365591.25479635806;335660.35341818014;149115.19956415024
5334;17310;G32;346820.1465610631;364391.2833036706;334558.6234122161;148625.76228616326
5344;17340;G32;363571.06464707537;381990.8622162583;350717.32743017987;155804.17448110852
5354;17370;G32;345487.68729678745;362991.31693472207;333273.2720806133;148054.75228045307
5364;17400;G32;354339.02495236945;372291.09469922906;341811.6784297579;151847.8906530576
5375;17430;G32;354148.6735782505;372091.09945044783;341628.0567620972;151766.31777339312
5386;17460;G32;360525.4437248431;378790.93935331894;347779.381773675;154499.0088623005
5397;17490;G32;341680.6605235223;358991.4127041376;329600.8394114437;146423.29499104575
5408;17520;G32;355195.60595862626;373191.07313248457;342637.97576321993;152214.96853557718
5419;17550;G32;340253.0257494656;357491.44889705855;328223.67741702154;145811.49862147396
5430;17580;G32;345106.9849031065;362591.3268096797;332906.0290873139;147891.60667306537
5441;17610;G32;366140.8080204028;384690.7978885449;353196.219772588;156905.4082806086
5452;17640;G32;352721.03844963684;370591.13527084864;340250.8944256531;151154.52125188004
5463;17670;G32;339681.97127255175;356891.4627781947;327672.8120720176;145566.7798305392
5474;17700;G32;353387.2680817747;371291.1184553229;340893.57009145455;151440.02625473513
5485;17730;G32;363951.7673953133;382390.85271382076;351084.57076550124;155967.32024043755
5496;17760;G32;364332.47014355124;382790.84321138327;351451.8141008226;156130.46599976654
5507;17790;G32;359859.2137381482;378090.95579632453;347136.7057658516;154213.5037075041
5518;17820;G32;374421.091553628;393390.5899067082;361183.7611187506;160453.82801421965
5529;17850;G32;372898.2805606763;391790.62791645835;359714.7877774652;159801.24497690366
5540;17880;G32;371089.9430383817;389890.6736118168;357970.38244772167;159026.3028480029
5551;17910;G32;365284.227014146;383790.8194552894;352369.92243912595;156538.330398089
5562;17940;G32;367378.09177489753;385990.7668193629;354389.7604413714;157435.63192245716
5573;17970;G32;362333.7812471377;380690.89365796046;349523.78710341844;155273.95099120127
5584;18000;G32;367663.6190133545;386290.7598787948;354665.1931138734;157557.99131792458
5595;18030;G32;364427.6460078892;382890.8410220339;351543.6251056639;156171.25251556942
5605;18060;G32;357289.4707193778;375391.02049655805;344657.8137654654;153112.27005994535
5616;18090;G32;357670.1731130587;375791.0106216004;345025.05675876484;153275.41566733306
5627;18120;G32;358717.1054934345;376890.9843036371;346034.97575988754;153724.06642951712
5637;18150;G32;347962.25480577693;365591.25479635806;335660.35341818014;149115.19956415024
5648;18180;G32;356718.4165970209;374791.0347502143;344106.9487624834;152867.55142095187
5659;18210;G32;364237.29463377025;382690.8457732527;351360.00343800324;156089.67963590493
5670;18240;G32;334066.60697699204;350991.6042429687;322255.9740731045;143160.3804122311
5681;18270;G32;349104.3630504907;366791.2262890455;336762.0834241442;149604.63684213723
5692;18300;G32;348152.60617989587;365791.2500451393;335843.9750858408;149196.77244381473
5703;18330;G32;348152.60617989587;365791.2500451393;335843.9750858408;149196.77244381473
5713;18360;G32;340157.8495305707;357391.45071388775;328131.8660701583;145770.7119537298
5723;18390;G32;361286.8488667619;379590.9199759237;348513.8681022957;154825.3002290172
5733;18420;G32;360335.09235072415;378590.9441045377;347595.7601060143;154417.43598263603
5743;18450;G32;359192.9841060104;377390.9726118503;346494.03010005027;153927.99870464904
5753;18480;G32;348438.1330637958;366091.24273205106;336119.4074163209;149319.13168734082
5763;18510;G32;346629.7951869442;364191.28805488936;334375.0017445554;148544.18940649874
5773;18540;G32;346153.9172834823;363691.3004917165;333915.9480884367;148340.25743524948
5783;18570;G32;355481.1331970832;373491.06619191647;342913.4084357219;152337.3279310446
5793;18600;G32;370899.59166426276;389690.67836303555;357786.760780061;158944.72996833842
5803;18630;G32;361191.67335698096;379490.9225377932;348422.05743947637;154784.5138651556
5813;18660;G32;366140.8080204028;384690.7978885449;353196.219772588;156905.4082806086
5823;18690;G32;361477.2002408809;379790.915224705;348697.4897699564;154906.8731086817
5833;18720;G32;368996.0782776302;387690.72624774335;355950.54444547626;158129.00132363476
5843;18750;G32;361953.07849889976;380290.903160398;349156.54376809706;155110.80523187228
5853;18780;G32;369757.483419549;388490.70687034813;356685.03077409696;158455.29269035143
5863;18810;G32;340728.90365292755;357991.4364602315;328682.73107314034;146015.43059272328
5873;18840;G32;358431.57896409155;376590.99198924546;345759.54377142945;153601.70733793234
5883;18870;G32;359573.6868542483;377790.96310941275;346861.2734353716;154091.144463978
5893;18900;G32;344631.10664508765;362091.3388739867;332446.9750891732;147687.6745498748
5903;18930;G32;364713.1728917891;383190.8337089457;351819.0574361439;156293.6117590955
5913;18960;G32;347105.67379952007;364691.2763631025;334834.05608471803;148748.12168163064
5923;18990;G32;361382.0247310999;379690.9177865744;348605.679107137;154866.0867448201
5933;19020;G32;366997.38938121666;385590.77669432055;354022.5174480721;157272.4863150695
5943;19050;G32;353482.44359155564;371391.1158934534;340985.38075427385;151480.8126185967
5953;19080;G32;379846.10482962575;399090.45356567315;366416.97779202496;162778.65470480453
5963;19110;G32;363000.0108792755;381390.8768424347;350166.4627692198;155559.45599405633
5973;19140;G32;364808.3487561271;383290.8315195964;351910.8684409853;156334.3982748984
5983;19170;G32;358907.45686755347;377090.9795524184;346218.59742754826;153805.63930918163
5993;19200;G32;372707.92954111437;391590.63304019725;359531.16645182646;159719.6722491805
6003;19230;G32;372517.5781669954;391390.63779141597;359347.54478416574;159638.09936951599
6013;19260;G32;351578.9305594801;369391.16415068135;339149.164761711;150665.08412583437
6023;19290;G32;377466.71283041727;396590.5131421677;364121.7071172775;161758.99378496897
6033;19320;G32;363380.71362751344;381790.8673399972;350533.70610454114;155722.60175338536
6043;19350;G32;339110.9175047519;356291.47740437114;327121.9474110575;145322.061343487
6053;19380;G32;369947.83514822496;388690.7024916495;356868.65278377954;158536.86572195723
6063;19410;G32;354243.8490880315;372191.09688857844;341719.8674249166;151807.10413725473
6073;19440;G32;350436.82231476635;368191.19265799393;338047.434755747;150175.64684784738
6083;19470;G32;364237.29463377025;382690.8457732527;351360.00343800324;156089.67963590493
6093;19500;G32;390886.4824011833;410690.17575986404;377067.0324642124;167509.88081369756
6103;19530;G32;360430.2678605051;378690.9415426682;347687.5707688336;154458.22234649758
6113;19560;G32;366331.1593945218;384890.7931373262;353379.8414402487;156986.9811602731
6123;19590;G32;364903.5242659081;383390.82895772695;352002.67910380464;156375.18463876002
6133;19620;G32;345678.0390254634;363191.3125560234;333456.8940902959;148136.32531205888
6143;19650;G32;371565.8212964006;390390.66154750984;358429.4364458624;159230.2349711935
6154;19680;G32;353101.74119787477;370991.12576841115;340618.13776097447;151317.66701120904
6165;19710;G32;351674.1060692611;369491.16158881196;339240.9754245304;150705.87048969598
6176;19740;G32;337492.93100201926;354591.5179759907;325561.16340695275;144628.69194230944
6187;19770;G32;375372.8480696657;394390.5657780942;362101.86911503196;160861.6922606008
6198;19800;G32;366902.21351687866;385490.7788836699;353930.70644323074;157231.6997992666
6209;19830;G32;337588.10651180026;354691.51541412127;325652.9740697722;144669.47830617105
6220;19860;G32;360810.970254186;379090.9316677106;348054.813762133;154621.3679538853
6231;19890;G32;346439.44416738226;363991.29317862826;334191.3804189167;148462.61667877558
6242;19920;G32;350056.1195665284;367791.2021604315;337680.1914204256;150012.5010885184
6253;19950;G32;364332.47049810825;382790.8435839034;351451.81444284454;156130.46615170783
6264;19980;G32;359668.8623640293;377890.9605475433;346953.08409819094;154131.93082783962
6275;20010;G32;356813.59246135893;374891.03256086505;344198.7597673247;152908.33793675478
6286;20040;G32;345011.8090387686;362491.32899902907;332814.2180824726;147850.8201572625
6297;20070;G32;368805.7269035112;387490.73099896207;355766.92277781555;158047.42844397025
6308;20100;G32;347867.07929599594;365491.25735822745;335568.5427553608;149074.41320028863
6319;20130;G32;365093.87564002705;383590.8242065082;352186.3007714653;156456.7575184245
6330;20160;G32;360810.970254186;379090.9316677106;348054.813762133;154621.3679538853
6341;20190;G32;370804.41615448176;389590.680924905;357694.95011724165;158903.9436044768
6352;20220;G32;357289.4707193778;375391.02049655805;344657.8137654654;153112.27005994535
6363;20250;G32;358907.4572221105;377090.9799249385;346218.5977695702;153805.63946112295
6374;20280;G32;365379.402878484;383890.8172659401;352461.7334439673;156579.11691389192
6385;20310;G32;362238.6057373567;380590.8962198299;349431.9764405991;155233.16462733966
6396;20340;G32;373278.98330891423;392190.6184140208;360082.03111278656;159964.39073623266
6407;20370;G32;383557.9560931099;402990.360358127;369997.59979837516;164369.32563035027
6418;20400;G32;359573.6868542483;377790.96310941275;346861.2734353716;154091.144463978
6429;20430;G32;374135.56466972805;393090.59721979644;360908.32878827053;160331.46877069355
6440;20460;G32;364617.9973820082;383090.83627081517;351727.2467733246;156252.82539523393
6451;20490;G32;366807.03765254066;385390.7810730192;353838.8954383894;157190.91328346368
6462;20520;G32;365760.1056267219;384290.8077635026;352828.97677928867;156742.26267322092
6473;20550;G32;395454.91467092425;415490.06098557345;381473.9518040247;169467.62962176284
6484;20580;G32;354910.0787201693;372891.08007305267;342362.5430907179;152092.6091401098
6495;20610;G32;320932.36429012596;337191.9343121842;309586.0810566496;137531.85262702862
6506;20640;G32;362428.95711147564;380790.89146861114;349615.5981082597;155314.73750700417
6517;20670;G32;342156.5387815412;359491.4006398307;330059.8934095844;146627.22711423636
6528;20700;G32;351674.1060692611;369491.16158881196;339240.9754245304;150705.87048969598
6539;20730;G32;354434.20046215045;372391.09213735966;341903.48909257725;151888.67701691922
6550;20760;G32;361001.32198286196;379290.92728901195;348238.43577181565;154702.9409854911
6561;20790;G32;363666.2405114134;382090.860026909;350809.1384350212;155844.96099691145
6572;20820;G32;345963.56590936333;363491.3052429352;333732.32642077596;148258.68455558497
6583;20850;G32;341585.48501374136;358891.41526600707;329509.0287486244;146382.50862718417
6594;20880;G32;353006.5656880938;370891.12833028054;340526.3270981551;151276.88064734745
6605;20910;G32;384795.23984760465;404290.329288945;371191.14046715864;164899.54927219887
6616;20940;G32;373850.0374312711;392790.60416036454;360632.8961157686;160209.10937522617
6627;20970;G32;380797.86134566355;400090.4294370592;367335.0857883064;163186.51895118575
6638;21000;G32;352054.80881749897;369891.15208637435;339608.2187598517;150869.01624902495
6649;21030;G32;375277.6725598848;394290.56833996373;362010.05845221266;160820.90589673922
6660;21060;G32;376610.13182416046;395690.53470891225;363295.4097838154;161391.9159024494
6671;21090;G32;371089.9430383817;389890.6736118168;357970.38244772167;159026.3028480029
6682;21120;G32;362333.7812471377;380690.89365796046;349523.78710341844;155273.95099120127
6693;21150;G32;374611.4429277469;393590.58515548945;361367.38278641127;160535.40089388413
6704;21180;G32;398024.6580442517;418189.99665786006;383952.8441464328;170568.8634212629
6715;21210;G32;343964.8766583928;361391.3553169923;331804.29908134986;147402.1693950784
6726;21240;G32;377752.2400688742;396890.50620159967;364397.13978977944;161881.3531804364
6737;21270;G32;375658.37530812266;394690.5588375262;362377.301787534;160984.05165606822
6748;21300;G32;378989.52382336895;398190.47513241763;365590.68045856286;162411.57682228496
6759;21330;G32;378989.52382336895;398190.47513241763;365590.68045856286;162411.57682228496
6770;21360;G32;364713.1732463461;383190.83408146584;351819.05777816585;156293.61191103683
6781;21390;G32;357765.34897739673;375891.0084322511;345116.86776360613;153316.20218313596
6792;21420;G32;374896.96981164685;393890.5778424012;361642.8151168913;160657.76013741022
6803;21450;G32;378799.17244925;397990.4798836364;365407.0587909022;162330.00394262047
6814;21480;G32;351769.281579042;369591.15902694245;339332.7860873497;150746.65685355756
6825;21510;G32;376800.48319827946;395890.52995769354;363479.0314514761;161473.4887821139
6836;21540;G32;361286.8488667619;379590.9199759237;348513.8681022957;154825.3002290172
6847;21570;G32;367663.61865879747;386290.75950627465;354665.1927718515;157557.99116598326
6858;21600;G32;384795.23949304764;404290.3289164249;371191.14012513665;164899.54912025755
6869;21630;G32;407066.34671939566;427689.76929862815;392674.87182121613;174443.57452159064
6880;21660;G32;367663.6190133545;386290.7598787948;354665.1931138734;157557.99131792458
6891;21690;G32;362714.4839953756;381090.8841555229;349891.03043873975;155437.09675053024
6902;21720;G32;357670.17346761574;375791.0109941205;345025.05710078677;153275.41581927435
6913;21750;G32;384604.88811892865;404090.3336676436;371007.51845747593;164817.97624059304
6924;21780;G32;351007.8760825662;368791.17803181754;338598.299416707;150420.36533489957
6935;21810;G32;385366.2936154045;404890.31466276856;371742.0051281187;165144.26775925103
6945;21840;G32;394788.6850387864;414790.07780109916;380831.2761382233;169182.12461890775
6955;21870;G32;392694.82063259184;412590.1308095458;378811.43847799976;168284.8232464809
6959;21870;G04;651287.1196490768;684283.6313901789;628261.432781382;279101.5619617727
6966;21900;G32;394788.6850387864;414790.07780109916;380831.2761382233;169182.12461890775
6970;21900;G04;389363.6717627886;409090.21414213424;375598.05946494895;166857.29792832286
6977;21930;G32;381083.3885841205;400390.4224964911;367610.5184608084;163308.87834665313
6981;21930;G04;627683.5531584531;659484.224639027;605492.3497536996;268986.52655472944
6988;21960;G32;332638.97184837837;349491.64006336953;320878.8117366604;142548.58389071803
6992;21960;G04;449133.9936631022;471888.7122013988;433255.25387580827;192471.17804055967
6999;21990;G32;358431.57860953454;376590.99161672534;345759.5434294075;153601.70718599102
7003;21990;G04;426387.0081787353;447989.2838835025;411312.4681815881;182723.220516036
7010;22020;G32;357765.34933195374;375891.00880477123;345116.8681056281;153316.20233507728
7014;22020;G04;314745.9455176524;330692.0896580944;303618.3777127326;134880.73441778577
7021;22050;G32;362809.65950515657;381190.88159365347;349982.84110155917;155477.88311439185
7025;22050;G04;389458.8476271266;409190.211952785;375689.8704697903;166898.08444412577
7033;22080;G32;394312.8071353245;414290.0902379263;380372.22248210455;168978.1926476585
7037;22080;G04;286859.4736411876;301392.790368145;276717.807675718;122930.30944620326
7045;22110;G32;407351.8736032956;427989.76198554;392950.3041516962;174565.93376511673
7049;22110;G04;373850.0377858281;392790.60453288467;360632.8964577905;160209.10952716746
7057;22140;G32;402497.91444965464;422889.88407291874;388267.95248140383;172485.82571352532
7061;22140;G04;262494.5016540881;275793.40262186824;253214.23797739306;112488.98252050203
7070;22170;G32;398310.1849281516;418489.98934477184;384228.2764769129;170691.222664789
7074;22200;G04;337588.10651180026;354691.51541412127;325652.9740697722;144669.47830617105
7082;22230;G32;357384.6462291588;375491.0179346886;344749.62442828476;153153.05642380696
7086;22230;G04;379750.92896528775;398990.4557550224;366325.1667871836;162737.86818900163
7094;22260;G32;344916.6335289876;362391.3315608985;332722.40741965326;147810.0337934009
7098;22260;G04;297328.79744494526;312392.5271885123;286816.9976869454;127416.81706804407
7106;22290;G32;394027.2798968676;413990.0971784943;380096.78980960255;168855.83325219108
7110;22290;G04;501385.4371721095;526787.3988651048;483659.39326912584;214862.9297859021
7119;22320;G32;375753.55117246066;394790.55664817686;362469.1127923753;161024.83817187112
7123;22350;G04;485966.9783503729;510587.7863214656;468786.0405827648;208255.52759666697
7132;22380;G32;344535.93042619264;361991.3406908159;332355.1637423099;147646.8878821306
7136;22410;G04;350246.4709406474;367991.19740921276;337863.8130880863;150094.0739681829
7145;22440;G32;374992.14567598485;393990.57565305196;361734.62612173264;160698.54665321315
7149;22470;G04;317125.3371623038;333192.0297090796;305913.648045458;135900.39518567998
7158;22500;G32;353577.61945589364;371491.11370410415;341077.1917591152;151521.59913439964
7162;22530;G04;384129.0102154668;403590.3461044707;370548.4648013572;164614.04426934375
7171;22560;G32;354434.20046215045;372391.09213735966;341903.48909257725;151888.67701691922
7175;22590;G04;339777.14713688975;356991.4605888454;327764.62307685893;145607.5663463421
7184;22620;G32;350056.1199210854;367791.2025329516;337680.19176244753;150012.5012404597
7188;22650;G04;455320.4120810188;478388.55648296844;439222.9568777034;195122.29609786122
7196;22680;G32;357955.70035151567;376091.00368103234;345300.4894312668;153397.77506280044
7200;22680;G04;386032.5236020994;405590.298219763;372384.68113594205;165429.77291404744
7208;22710;G32;365093.87564002705;383590.8242065082;352186.3007714653;156456.7575184245
7212;22710;G04;433430.0079574657;455389.10697084776;418106.4688589672;185741.41660779846
7220;22740;G32;363571.0650016324;381990.86258877843;350717.3277722018;155804.17463304984
7224;22740;G04;447230.4802764696;469888.76008610654;431419.03754122346;191655.44939585598
7233;22770;G32;355100.4300942883;373091.0753218339;342546.16475837864;152174.1820197743
7237;22800;G04;315031.4724015523;330992.08234500623;303893.8100432126;135003.09366131184
7244;22830;G32;365664.9297623839;384190.8099528519;352737.1657744473;156701.47615741802
7248;22830;G04;296567.39230302646;311592.5465659075;286082.5113583247;127090.5257013274
7256;22860;G32;338920.56613063294;356091.4821555899;326938.3257433968;145240.48846382252
7260;22860;G04;512330.63958844304;538287.1239936852;494217.6376205159;219553.3696828748
7268;22890;G32;379275.0507072689;398490.4678193294;365866.11278904293;162533.93606581105
7272;22890;G04;379846.10482962575;399090.45356567315;366416.97779202496;162778.65470480453
7280;22920;G32;372517.5781669954;391390.63779141597;359347.54478416574;159638.09936951599
7284;22920;G04;409540.9142283851;430289.7071602641;395061.95315878297;175504.0218052878
7291;22950;G32;341109.6064011654;358391.4269577939;329049.97440846165;146178.57635205225
7295;22950;G04;337397.75513768126;354491.52016534;325469.35240211146;144587.90542650654
7302;22980;G32;381559.26684213936;400890.4104321841;368069.57245894906;163512.8104698437
7306;22980;G04;544785.5433800918;572386.308136824;525525.1266553208;233461.5433105813
7314;23010;G32;363190.3622533945;381590.872091216;350350.0844368805;155641.02887372085
7318;23010;G04;324263.51280537224;340691.85060707567;312799.4597276785;138959.3777932454
7326;23040;G32;341395.13328506536;358691.4196447057;329325.4067389417;146300.93559557834
7330;23040;G04;291427.9059109286;306192.6755938544;281124.72701553034;124888.0582542686
7338;23070;G32;333210.02597073524;350091.6258097132;321429.67673964245;142793.3025297115
7342;23070;G04;381844.7937260393;401190.4031190959;368345.0047894291;163635.1697133698
7350;23100;G32;340253.0257494656;357491.44889705855;328223.67741702154;145811.49862147396
7354;23100;G04;404020.7254426063;424489.8460631686;389736.9258226892;173138.40875084128
7362;23130;G32;299422.6625602538;314592.4749251059;288836.8360312128;128314.11874435355
7366;23130;G04;355100.4300942883;373091.0753218339;342546.16475837864;152174.1820197743
7374;23160;G32;337683.2823761382;354791.51322477194;325744.7850746134;144710.26482197392
7378;23160;G04;469596.7630125986;493388.1979064404;452994.57990012236;201240.26116105067
7386;23190;G32;412301.00897583144;433189.6380813319;397724.46716885176;176686.82848445233
7390;23190;G04;377657.06420453626;396790.508390949;364305.3287849382;161840.5666646335
7398;23220;G32;385842.1722279804;405390.3029709817;372201.05946828134;165348.20003438293
7402;23220;G04;403164.1444363495;423589.86762991315;388910.62848922715;172771.3308683217
7410;23250;G32;401546.1579336169;421889.90820153273;387349.8444851224;172077.96146714414
7414;23250;G04;342442.06566544116;359791.39332674246;330335.3257400645;146749.58635776246
7422;23280;G32;393646.57714862964;413590.1066809319;379729.54647428123;168692.68749286208
7426;23280;G04;285051.13611889305;299492.83606350346;274973.4023459746;122155.36731730252
7434;23310;G32;429147.1025716247;450889.2144320502;413974.98184963496;183906.02704325924
7438;23310;G04;309701.6349898925;325392.216496692;298752.40437477955;132719.05348652985
7446;23340;G32;404211.07681672525;424689.84131194983;389920.54749034985;173219.9816305058
7450;23340;G04;360715.794744405;378990.93422958;347963.00309931365;154580.58159002368
7459;23370;G32;348533.3089281338;366191.24054270174;336211.21842116216;149359.91820314372
7463;23400;G04;335779.76898950565;352791.5611094797;323908.56874002866;143894.53617727026
7472;23430;G32;393836.9285227486;413790.1019297131;379913.1681419419;168774.26037252657
7476;23460;G04;408398.80633822834;429089.7360400968;393960.22349484084;175014.5846792421
7485;23490;G32;420961.9949027375;442289.42022453755;406079.2515083137;180398.39382545106
7489;23520;G04;270489.2583034133;284193.2019531197;260926.34699307557;115915.04301058697
7498;23550;G32;420010.23803214275;441289.4439806314;405161.14317001036;179990.5294271286
7502;23580;G04;392694.82027803484;412590.1304370257;378811.43813597783;168284.8230945396
7511;23610;G32;428004.99468146794;449689.2433118829;412873.25218569284;183416.58991721354
